feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label,attack_type
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212111,-1.4123037013352917,0,normal
0.873793688504027,-2.747064532463847,1.3596900799633822,-0.4581068289616783,0.8470566771649701,-1.4252181212188701,-5.118144933651598,1.31036027763697,-1.9288641191782319,-2.0730300162846786,-3.115812761516282,1.3016331283346303,3.141157369363012,-2.068609971666929,-1.3570611762306783,0.08302315208903432,0.5544881545473234,-6.198272859256191,-0.0034934093918574938,4.453796772872323,1,attack
0.14661149957788344,-2.3499199507873407,1.176513592887218,0.6655376616624897,-0.08708258867727459,-2.2559849193234447,-4.427790127189082,1.9917844855102138,-0.9846071396909655,-3.5443764218541363,-2.19002217989209,-0.9357273365906241,2.4777325937949874,-0.39922275387016126,-1.1486065658379165,2.235146921176255,-0.4935929636800706,-4.54781511122763,1.655956070910137,5.232480664125559,1,attack
-1.071029318262817,-2.7069472086411284,0.18582690126943024,-0.22956526682889233,2.203965224084351,-0.17990068235791323,-4.039161477809628,1.9381951571833222,-0.9665894042117927,-2.4264560210965262,-2.152710543778471,0.9873915102916616,3.1188285549909947,0.5537446131029768,-4.799351192423612,2.1257693064352803,0.43267162778073925,-4.5376100858422825,1.4164534160420752,2.269366622402307,1,attack
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.0051134566424609,-0.23458713337514742,0,normal
-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,0.4040508568145384,1.8861859012105302,0.17457781283183896,0.257550390722764,-0.0744459157661671,-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741,0,normal
0.7910319470430469,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785,-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-0.5034756541161992,-1.5506634310661327,0.06856297480602733,-1.0623037137261049,0.4735924306351816,-0.9194242342338034,1.5499344050175399,-0.7832532923362371,-0.3220615162056756,0.8135172173696698,-1.2308643164339552,0,normal
-0.3643951458133976,-1.2141454776948832,-0.3153213592857691,1.1512752157840827,1.6513221959385762,-0.7543178391514261,-5.204102067107376,-0.3857943537929781,-0.8062838636425292,-1.484351593258216,-2.2636132989410083,-0.20419684667733173,2.4746298725224554,-0.7786453455500256,-1.8865336150351864,0.5895153840336887,2.2113990706873246,-3.7647698144646276,0.1333891423039244,4.91348914563703,1,attack
-0.9746816702273214,0.787084603742452,1.158595579007404,-0.8206823183517105,0.9633761292443218,0.4127809269364983,0.82206015999449,1.8967929826539474,-0.2453881160028705,-0.7537361643574896,-0.8895144296255233,-0.8158102849654383,-0.07710170941410412,0.3411519748166435,0.27669079933001905,0.8271832490360238,0.01300189187790702,1.4535340771573169,-0.2646568332379561,2.720169166589619,0,normal
0.6256673477650062,-0.8571575564162826,-1.0708924980611123,0.4824724152431853,-0.22346278532585084,0.7140004940920919,0.47323762457354485,-0.07282891265687277,-0.846793718068405,-1.5148472246858646,-0.4465149520670211,0.8563987943234723,0.21409374413020396,-1.245738778711988,0.173180925851182,0.3853173797288368,-0.883857436201133,0.1537251059455279,0.058208718445999896,-1.142970297830623,0,normal
0.3577873603482833,0.5607845263682344,1.083051243175277,1.053802052034903,-1.377669367957091,-0.9378250399151228,0.5150352672086598,0.5137859509122088,0.5150476863060478,3.8527314906547208,0.570890510693167,1.135565640180599,0.9540017634932023,0.651391251305798,-0.31526924464034556,0.7589692204932672,-0.7728252145375718,-0.23681860674000887,-0.48536354782910346,0.08187413938632256,0,normal
2.3146585666735087,-1.8672651925917483,0.6862601903745136,-1.6127158711896519,-0.4719318657894335,1.0889505969673663,0.06428001909546277,-1.0777447779293061,-0.7153037092599682,0.6795977489346758,-0.7303666317171367,0.21645858958197486,0.04557183990381377,-0.6516003476058169,2.1439440893253257,0.6339190223180112,-2.025142586657607,0.18645431476942764,-0.661786464768388,0.852433334796224,0,normal
