can_id_norm,dlc,data_mean,data_std,data_entropy,data_range,hamming_dist,inter_arrival_mean,id_freq,bus_load,unique_ids,dlc_anomaly,id_is_known,payload_delta,label
0.009281875915974597,8.0,140.625,113.83094787597656,3.0,255.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
0.039081582804103565,1.0,120.25,68.48494720458984,3.0,199.0,0.0,0.0,1000.0,2000.0,2.0,1.0,1.0,0.0,1
0.8172936003908158,2.0,154.75,78.47889709472656,3.0,239.0,0.0,0.0,500.0,1500.0,3.0,0.0,0.0,0.0,1
0.9570102589154861,6.0,163.75,64.47625732421875,3.0,196.0,0.0,0.0,333.3333333333333,1333.3333333333333,4.0,0.0,0.0,0.0,1
0.009281875915974597,8.0,104.375,108.97354888916016,2.5,254.0,35.0,0.004,500.0,1250.0,4.0,0.0,1.0,796.0,1
0.02344894968246214,6.0,94.25,61.361122131347656,3.0,180.0,0.0,0.0,200.0,1200.0,5.0,0.0,1.0,0.0,1
0.039081582804103565,8.0,182.75,41.16658401489258,3.0,147.0,35.0,0.005,333.3333333333333,1166.6666666666667,5.0,1.0,1.0,744.0,1
0.009281875915974597,8.0,142.25,114.34241485595703,2.75,252.0,14.0,0.0035,428.57142857142856,1142.857142857143,5.0,0.0,1.0,303.0,1
0.039081582804103565,4.0,51.125,42.940185546875,3.0,150.0,36.0,0.0035000000000000005,375.0,1125.0,5.0,1.0,1.0,1053.0,1
0.6614557889594529,5.0,132.125,38.93724822998047,3.0,119.0,0.0,0.0,111.1111111111111,1111.111111111111,6.0,0.0,0.0,0.0,1
0.009281875915974597,8.0,78.0,98.14912414550781,3.0,250.0,24.0,0.0033333333333333327,400.00000000000006,1100.0000000000002,6.0,0.0,1.0,536.0,1
0.6712261846604788,5.0,78.75,75.74422454833984,3.0,224.0,0.0,0.0,90.90909090909092,1090.909090909091,7.0,0.0,0.0,0.0,1
0.6702491450903761,8.0,124.75,87.60957336425781,3.0,235.0,0.0,0.0,83.33333333333333,1083.3333333333333,8.0,0.0,0.0,0.0,1
0.009281875915974597,8.0,115.375,112.8958969116211,3.0,252.0,26.0,0.00325,384.6153846153846,1076.923076923077,8.0,0.0,1.0,713.0,1
0.03126526624328285,5.0,173.375,62.21723556518555,3.0,186.0,0.0,0.0,71.42857142857143,1071.4285714285716,9.0,1.0,1.0,0.0,1
0.7640449438202247,5.0,102.25,77.30419158935547,3.0,218.0,0.0,0.0,66.66666666666667,1066.6666666666667,10.0,0.0,0.0,0.0,1
0.9032730825598436,5.0,100.75,52.11945343017578,2.75,173.0,0.0,0.0,62.5,1062.5,11.0,0.0,0.0,0.0,1
0.009281875915974597,7.0,105.25,55.038055419921875,3.0,185.0,30.0,0.0034000000000000002,352.94117647058823,1058.8235294117646,11.0,1.0,1.0,1147.0,1
0.009281875915974597,8.0,144.375,113.27835083007812,3.0,252.0,32.0,0.0029999999999999996,388.8888888888889,1055.5555555555557,11.0,0.0,1.0,1113.0,1
0.9829018075232047,6.0,105.375,48.43794250488281,3.0,140.0,0.0,0.0,52.631578947368425,1052.6315789473686,12.0,0.0,0.0,0.0,1
0.9115779189057157,3.0,129.75,76.0883560180664,3.0,209.0,0.0,0.0,50.0,1050.0,13.0,0.0,0.0,0.0,1
0.03126526624328285,8.0,96.125,69.79154205322266,3.0,219.0,31.0,0.006999999999999999,95.23809523809526,1047.6190476190477,13.0,1.0,1.0,722.0,1
0.009281875915974597,8.0,112.625,111.8111572265625,2.75,248.0,27.0,0.0031428571428571426,363.6363636363637,1045.4545454545455,13.0,0.0,1.0,736.0,1
0.009281875915974597,8.0,78.25,100.24937438964844,3.0,249.0,28.0,0.002875,391.30434782608694,1043.4782608695652,13.0,0.0,1.0,761.0,1
0.03126526624328285,4.0,26.0,67.65907287597656,1.5487949406953985,205.0,34.0,0.005000000000000001,125.0,1041.6666666666667,13.0,0.0,1.0,719.0,0
0.015632633121641426,4.0,18.75,46.23783493041992,2.0,141.0,0.0,0.0,40.0,1040.0,14.0,0.0,1.0,0.0,0
0.015632633121641426,8.0,139.375,75.31092071533203,3.0,209.0,33.0,0.0009999999999999974,76.92307692307692,1038.4615384615386,14.0,1.0,1.0,977.0,1
0.03126526624328285,3.0,122.125,78.05677032470703,3.0,206.0,24.0,0.004333333333333334,148.14814814814815,1037.037037037037,14.0,1.0,1.0,899.0,1
0.986809965803615,4.0,115.125,77.09967041015625,3.0,206.0,0.0,0.0,35.714285714285715,1035.7142857142858,15.0,0.0,0.0,0.0,1
0.009281875915974597,8.0,136.375,108.56097412109375,3.0,254.0,26.0,0.003222222222222222,344.82758620689657,1034.4827586206898,15.0,0.0,1.0,485.0,1
0.25158768930141673,8.0,113.5,78.01922607421875,3.0,212.0,0.0,0.0,33.333333333333336,1033.3333333333335,16.0,0.0,0.0,0.0,1
0.009281875915974597,8.0,141.625,114.45625305175781,2.75,253.0,27.0,0.0031,354.83870967741933,1032.258064516129,16.0,0.0,1.0,572.0,0
0.3707865168539326,1.0,133.625,83.85245513916016,3.0,212.0,0.0,0.0,31.25,1031.25,17.0,0.0,0.0,0.0,1
0.9609184171958964,1.0,99.5,72.08155059814453,3.0,215.0,0.0,0.0,30.3030303030303,1030.3030303030303,18.0,0.0,0.0,0.0,1
